irradiance_diffuse (W/m2),wind_speed (m/s),ambient_temp,solar electricity,wind electricity
0.103,5.71,6.665,0.478,0.192
0.128,5.986,7.298,0.591,0.22
0.142,6.236,7.87,0.682,0.248
0.163,6.467,8.34,0.708,0.274
0.187,6.669,8.674,0.678,0.3
0.192,6.889,8.952,0.633,0.327
0.169,7.18,9.167,0.589,0.364
0.139,7.515,9.224,0.514,0.41
0.131,7.797,8.937,0.358,0.448
0.121,7.989,8.259,0.181,0.476
0.076,7.824,7.384,0.062,0.452
0.022,7.729,6.115,0.01,0.439
0,7.613,4.873,0,0.423
0,7.558,4.422,0,0.415
0,7.353,4.115,0,0.388
0,7.072,4.151,0,0.35
0,6.957,4.276,0,0.336
0,6.82,4.337,0,0.318
0,6.625,4.318,0,0.294
0,6.325,4.299,0,0.258
0.002,5.959,4.253,0,0.218
0.027,5.674,4.815,0.015,0.187
0.078,5.257,5.477,0.064,0.148
0.147,4.792,5.9,0.143,0.111
0.198,4.33,6.259,0.208,0.078
0.259,3.929,6.641,0.306,0.055
0.303,3.51,7.284,0.402,0.035
0.315,3.226,7.671,0.399,0.025
0.324,3.091,8.05,0.441,0.02
0.311,3.051,8.331,0.464,0.019
0.283,3.017,8.454,0.443,0.018
0.248,2.948,8.43,0.354,0.016
0.202,2.81,8.302,0.258,0.012
0.145,2.65,8.006,0.155,0.009
0.081,2.542,7.499,0.065,0.007
0.021,2.715,6.456,0.01,0.01
0,3.031,5.543,0,0.018
0,3.385,5.084,0,0.03
0,3.695,4.664,0,0.044
0,3.911,4.38,0,0.054
0,4.018,4.194,0,0.06
0,3.972,4.048,0,0.058
0,3.792,3.922,0,0.048
0,3.543,3.931,0,0.037
0.002,3.235,4.062,0,0.025
0.023,2.899,4.384,0.011,0.015
0.066,2.644,4.818,0.05,0.009
0.128,2.56,5.181,0.116,0.008
0.19,2.655,5.712,0.19,0.009
0.253,2.767,6.432,0.277,0.011
0.306,2.834,7.254,0.369,0.013
0.319,2.845,7.815,0.38,0.013
0.332,2.887,8.315,0.411,0.014
0.322,3.023,8.593,0.399,0.018
0.291,3.158,8.605,0.343,0.022
0.245,3.233,8.46,0.27,0.025
0.193,3.229,8.197,0.2,0.025
0.124,3.278,7.768,0.112,0.026
0.069,3.549,7.213,0.052,0.037
0.018,4.19,6.192,0.008,0.07
0,5.085,5.195,0,0.133
0,5.695,4.933,0,0.19
0,5.896,4.867,0,0.21
0,6.097,4.736,0,0.232
0,6.394,4.584,0,0.265
0,6.672,4.377,0,0.3
0,7,4.31,0,0.341
0,6.877,4.213,0,0.325
0.002,6.83,4.267,0,0.32
0.026,7.141,4.608,0.014,0.36
0.074,7.461,5.075,0.058,0.402
0.128,7.749,5.674,0.115,0.442
0.187,8.178,6.406,0.181,0.501
0.231,8.45,7.08,0.232,0.538
0.276,8.61,7.702,0.286,0.559
0.302,8.765,8.183,0.32,0.58
0.307,8.864,8.482,0.324,0.593
0.292,8.939,8.57,0.303,0.602
0.257,8.983,8.499,0.26,0.608
0.209,9.037,8.244,0.202,0.615
0.152,9.081,7.802,0.138,0.621
0.096,9.003,7.201,0.08,0.611
0.045,8.647,6.515,0.029,0.565
0.011,8.341,5.859,0.003,0.523
0,8.356,5.368,0,0.525
0,8.362,5.113,0,0.526
0,8.328,4.98,0,0.522
0,8.358,4.907,0,0.525
0,8.361,4.874,0,0.525
0,8.352,4.81,0,0.525
0,8.062,4.642,0,0.485
0,7.599,4.338,0,0.422
0.002,7.167,4.004,0,0.363
0.033,6.951,4.094,0.019,0.334
0.088,7.222,4.665,0.074,0.37
0.158,8.131,5.455,0.162,0.494
0.222,8.319,6.252,0.27,0.521
0.268,7.936,7.148,0.364,0.467
0.298,7.335,8.021,0.441,0.386
0.313,6.703,8.71,0.501,0.303
0.317,6.123,9.112,0.504,0.234
0.307,5.6,9.329,0.489,0.18
0.286,5.098,9.369,0.439,0.134
0.253,4.641,9.233,0.338,0.1
0.204,4.191,9.052,0.239,0.07
0.142,3.786,8.724,0.14,0.048
0.074,3.522,8.168,0.056,0.036
0.021,3.497,7.021,0.009,0.035
0,3.713,6.1,0,0.045
0,4.05,5.548,0,0.062
0,4.283,4.993,0,0.076
0,4.375,4.491,0,0.082
0,4.344,4.115,0,0.079
0,4.195,3.823,0,0.07
0,3.967,3.598,0,0.058
0,3.714,3.484,0,0.045
0.005,3.627,3.316,0,0.041
0.054,3.792,3.944,0.038,0.048
0.109,3.804,5.454,0.129,0.049
0.147,3.864,6.914,0.269,0.052
0.184,4.006,7.978,0.397,0.059
0.237,4.124,8.667,0.455,0.066
0.286,4.23,9.16,0.461,0.072
0.312,4.227,9.591,0.458,0.072
0.318,4.119,9.94,0.464,0.066
0.309,3.895,10.158,0.452,0.054
0.287,3.613,10.236,0.398,0.04
0.246,3.264,10.111,0.296,0.026
0.196,2.873,9.898,0.215,0.014
0.138,2.705,9.562,0.134,0.01
0.077,2.979,9.003,0.06,0.017
0.022,3.569,7.812,0.01,0.038
0,4.077,6.619,0,0.063
0,4.2,5.936,0,0.07
0,4.075,5.348,0,0.063
0,3.804,4.895,0,0.049
0,3.482,4.607,0,0.034
0,3.288,4.381,0,0.027
0,3.604,3.729,0,0.039
0,4.429,3.009,0,0.085
0.006,5.26,2.525,0,0.148
0.05,5.676,4.002,0.035,0.187
0.079,5.694,5.59,0.137,0.189
0.075,5.98,6.893,0.337,0.22
0.079,6.083,8.175,0.526,0.231
0.089,6.007,9.242,0.664,0.222
0.1,5.945,10.074,0.751,0.216
0.108,5.973,10.722,0.799,0.219
0.115,6.006,11.168,0.797,0.222
0.124,6.073,11.408,0.744,0.229
0.13,6.258,11.406,0.649,0.251
0.127,6.583,11.216,0.527,0.289
0.112,6.71,10.917,0.385,0.305
0.09,6.903,10.447,0.225,0.328
0.068,6.86,9.581,0.068,0.323
0.032,6.983,7.702,0.018,0.339
0,7.102,5.933,0,0.355
0,6.808,5.145,0,0.316
0,6.528,4.411,0,0.281
0,6.264,3.763,0,0.251
0,5.899,3.166,0,0.21
0,5.491,2.692,0,0.169
0,5.058,2.385,0,0.132
0,4.641,2.209,0,0.1
0.008,4.07,2.306,0.001,0.063
0.046,3.46,3.639,0.031,0.034
0.085,2.796,5.338,0.136,0.012
0.109,2.33,7.546,0.286,0.004
0.09,2.488,9.525,0.513,0.006
0.125,2.916,10.735,0.591,0.015
0.14,3.416,11.532,0.668,0.031
0.107,3.982,12.353,0.801,0.058
0.099,4.504,12.909,0.829,0.09
0.097,4.934,13.194,0.795,0.121
0.099,5.139,13.235,0.708,0.138
0.12,5.014,12.93,0.538,0.128
0.133,4.705,12.463,0.352,0.104
0.106,4.564,12,0.214,0.094
0.08,4.614,11.132,0.073,0.098
0.033,4.827,9.441,0.019,0.113
0,5.242,7.985,0,0.147
0,5.664,7.43,0,0.186
0,5.92,6.871,0,0.212
0,6.052,6.256,0,0.227
0,6.121,5.688,0,0.234
0,6.164,5.211,0,0.239
0,6.207,4.833,0,0.245
0,6.167,4.507,0,0.24
0.008,6.089,4.384,0.001,0.231
0.051,5.96,6.128,0.035,0.218
0.086,5.355,8.294,0.142,0.157
0.126,4.917,9.87,0.279,0.12
0.17,5.482,11.685,0.386,0.169
0.212,5.83,12.807,0.45,0.203
0.198,6.163,13.794,0.589,0.239
0.157,6.358,14.676,0.719,0.261
0.153,6.418,15.219,0.736,0.269
0.174,6.46,15.316,0.66,0.274
0.161,6.621,15.252,0.611,0.294
0.169,6.779,14.892,0.476,0.312
0.176,6.659,14.181,0.297,0.297
0.139,6.159,13.384,0.176,0.238
0.088,5.48,12.408,0.077,0.168
0.036,5.338,10.499,0.021,0.155
0.001,5.49,8.71,0,0.169
0,5.668,8.025,0,0.187
0,5.84,7.52,0,0.204
0,5.892,7.131,0,0.209
0,5.839,6.851,0,0.204
0,5.708,6.619,0,0.191
0,5.471,6.45,0,0.168
0,5.13,6.344,0,0.137
0.009,4.924,6.365,0.002,0.12
0.056,4.957,7.663,0.039,0.123
0.098,4.851,9.984,0.132,0.115
0.133,4.428,11.288,0.261,0.085
0.151,4.561,13.225,0.403,0.094
0.149,5.005,14.792,0.548,0.127
0.13,5.427,15.855,0.684,0.163
0.117,5.67,16.516,0.767,0.187
0.115,5.795,16.876,0.781,0.2
0.109,5.881,17.023,0.76,0.208
0.107,5.926,16.97,0.684,0.213
0.117,5.898,16.666,0.537,0.21
0.112,5.769,16.228,0.384,0.197
0.098,5.464,15.585,0.22,0.167
0.075,4.95,14.536,0.073,0.122
0.036,4.343,12.696,0.021,0.079
0.001,3.55,11.818,0,0.037
0,2.799,11.939,0,0.012
0,2.707,11.714,0,0.01
0,3.441,10.963,0,0.032
0,4.327,9.866,0,0.078
0,5.117,9.217,0,0.136
0,5.759,8.743,0,0.196
0,6.166,8.43,0,0.24
0.009,6.279,8.331,0.002,0.252
0.057,6.147,9.57,0.04,0.237
0.099,5.525,11.326,0.135,0.173
0.109,4.795,12.626,0.299,0.111
0.109,5.166,14.62,0.475,0.14
0.111,5.262,15.99,0.618,0.149
0.114,5.265,16.98,0.716,0.149
0.115,5.22,17.754,0.773,0.145
0.114,5.082,18.316,0.788,0.133
0.115,4.85,18.662,0.752,0.115
0.121,4.57,18.842,0.662,0.094
0.143,4.312,18.734,0.506,0.077
0.166,4.064,18.336,0.317,0.062
0.144,3.823,17.647,0.164,0.05
0.083,3.574,16.605,0.064,0.038
0.026,3.167,15.036,0.013,0.022
0.001,3.125,14.335,0,0.021
0,4.159,13.608,0,0.068
0,4.891,12.895,0,0.118
0,5.057,12.372,0,0.132
0,5.241,11.907,0,0.147
0,5.593,11.55,0,0.179
0,5.978,11.243,0,0.22
0,6.277,10.913,0,0.252
0.004,6.34,10.38,0,0.259
0.037,6.201,10.088,0.022,0.243
0.1,6.02,10.308,0.088,0.223
0.16,6.133,10.963,0.181,0.235
0.188,6.319,11.947,0.36,0.257
0.151,6.506,13.117,0.562,0.279
0.114,6.704,14.206,0.731,0.303
0.106,6.88,14.945,0.803,0.325
0.105,6.957,15.398,0.816,0.336
0.103,6.904,15.633,0.786,0.328
0.099,6.767,15.695,0.71,0.311
0.094,6.709,15.579,0.589,0.305
0.088,6.704,15.267,0.428,0.303
0.081,6.729,14.705,0.243,0.307
0.073,6.76,13.673,0.075,0.311
0.039,7.377,11.978,0.024,0.391
0.001,8.256,10.353,0,0.512
0,8.311,9.192,0,0.519
0,8.058,7.998,0,0.484
0,7.661,7.032,0,0.431
0,7.366,6.296,0,0.39
0,7.311,5.83,0,0.382
0,7.342,5.626,0,0.386
0,7.217,5.426,0,0.369
0.012,7.097,5.655,0.003,0.354
0.063,6.484,6.796,0.046,0.277
0.117,5.819,7.953,0.117,0.202
0.171,6.273,9.526,0.202,0.251
0.22,6.885,10.903,0.305,0.327
0.254,7.342,12.07,0.401,0.386
0.268,7.495,13.135,0.501,0.407
0.264,7.432,13.991,0.574,0.398
0.249,7.32,14.647,0.612,0.383
0.232,7.272,15.097,0.603,0.377
0.204,7.31,15.365,0.567,0.382
0.183,7.43,15.325,0.478,0.398
0.172,7.619,14.816,0.337,0.425
0.15,7.645,13.743,0.184,0.428
0.094,7.548,12.263,0.078,0.414
0.034,7.459,10.564,0.019,0.402
0.001,7.374,9.012,0,0.391
0,7.172,8.159,0,0.364
0,7.118,7.682,0,0.357
0,6.779,7.485,0,0.312
0,6.036,7.437,0,0.225
0,5.676,7.57,0,0.187
0,5.607,7.761,0,0.181
0,5.582,7.922,0,0.179
0.004,5.303,7.999,0,0.153
0.032,4.965,8.471,0.018,0.124
0.074,4.755,9.048,0.057,0.107
0.114,4.929,9.579,0.096,0.121
0.15,4.822,10.051,0.132,0.112
0.172,4.494,10.442,0.153,0.089
0.204,4.109,10.872,0.187,0.065
0.223,3.832,11.238,0.205,0.05
0.241,3.681,11.562,0.225,0.043
0.249,3.581,11.874,0.234,0.038
0.224,3.455,12.007,0.207,0.033
0.187,3.281,12.018,0.169,0.026
0.135,3.1,11.885,0.115,0.02
0.083,2.972,11.609,0.064,0.017
0.047,2.996,11.213,0.031,0.017
0.017,3.176,10.618,0.007,0.023
0.001,3.393,9.964,0,0.03
0,3.558,9.615,0,0.037
0,3.608,9.332,0,0.039
0,3.682,9.003,0,0.043
0,3.888,8.579,0,0.053
0,4.192,8.13,0,0.07
0,4.531,7.746,0,0.092
0,4.867,7.531,0,0.117
0.01,5.075,7.579,0.002,0.133
0.057,4.839,8.641,0.04,0.114
0.114,4.471,9.359,0.106,0.087
0.175,4.148,10.038,0.216,0.068
0.212,3.923,10.865,0.345,0.055
0.222,4.016,11.702,0.494,0.06
0.258,4.331,12.216,0.51,0.078
0.209,4.693,12.942,0.675,0.103
0.188,5.022,13.469,0.713,0.128
0.182,5.209,13.778,0.692,0.144
0.218,5.302,13.78,0.557,0.153
0.239,5.365,13.492,0.383,0.158
0.207,5.417,13.056,0.264,0.163
0.153,5.427,12.517,0.159,0.163
0.095,5.333,11.831,0.078,0.155
0.037,5.327,10.736,0.022,0.155
0.002,5.538,9.388,0,0.175
0,5.643,8.831,0,0.184
0,5.647,8.348,0,0.184
0,5.633,7.909,0,0.183
0,5.643,7.573,0,0.184
0,5.67,7.447,0,0.187
0,5.668,7.376,0,0.187
0,5.566,7.264,0,0.178
0.011,5.452,7.176,0.003,0.167
0.063,5.109,8.156,0.045,0.135
0.106,4.955,9.133,0.139,0.123
0.094,4.76,10.296,0.335,0.108
0.107,4.629,11.491,0.489,0.099
0.112,4.665,12.434,0.634,0.101
0.126,4.856,13.066,0.715,0.115
0.145,5.047,13.464,0.741,0.131
0.159,5.231,13.702,0.732,0.146
0.173,5.448,13.748,0.678,0.166
0.187,5.71,13.586,0.58,0.192
0.195,6.003,13.282,0.445,0.222
0.178,6.245,12.91,0.315,0.249
0.143,6.385,12.513,0.194,0.264
0.096,6.308,11.892,0.085,0.255
0.044,6.326,10.817,0.028,0.258
0.003,6.731,9.258,0,0.308
0,7.066,8.566,0,0.349
0,7.122,8.242,0,0.358
0,6.902,7.946,0,0.328
0,6.574,7.657,0,0.287
0,6.325,7.413,0,0.258
0,6.023,7.217,0,0.224
0,5.695,7.139,0,0.19
0.011,5.39,7.12,0.003,0.16
0.059,5.137,7.761,0.041,0.138
0.113,5.138,8.66,0.125,0.138
0.107,4.979,10.043,0.314,0.125
0.097,4.668,11.257,0.505,0.101
0.107,4.733,12.102,0.634,0.106
0.12,5.056,12.858,0.716,0.132
0.135,5.463,13.335,0.749,0.167
0.147,5.924,13.563,0.741,0.213
0.151,6.243,13.603,0.699,0.249
0.128,6.458,13.462,0.663,0.274
0.113,6.648,13.197,0.562,0.296
0.102,6.839,12.841,0.415,0.32
0.088,6.981,12.322,0.244,0.338
0.072,6.806,11.558,0.081,0.316
0.043,6.507,10.17,0.027,0.279
0.004,6.644,8.169,0,0.296
0,6.696,7.317,0,0.302
0,6.636,6.687,0,0.295
0,6.436,6.042,0,0.271
0,6.251,5.463,0,0.249
0,6.072,4.966,0,0.229
0,5.895,4.536,0,0.21
0,5.785,4.616,0,0.199
0.016,5.622,5.33,0.006,0.182
0.062,5.35,6.694,0.045,0.156
0.083,5.518,8.032,0.152,0.172
0.069,5.662,9.398,0.359,0.186
0.075,5.813,10.604,0.536,0.201
0.082,5.964,11.644,0.677,0.218
0.088,6.151,12.535,0.773,0.237
0.093,6.468,13.205,0.823,0.274
0.097,6.886,13.604,0.826,0.327
0.1,7.231,13.72,0.785,0.371
0.103,7.416,13.616,0.699,0.397
0.111,7.455,13.311,0.554,0.401
0.104,7.379,12.902,0.409,0.391
0.101,7.283,12.299,0.228,0.379
0.076,7.113,11.535,0.082,0.356
0.044,6.754,10.324,0.028,0.31
0.004,6.666,8.402,0,0.299
0,6.674,7.393,0,0.3
0,6.652,6.769,0,0.297
0,6.535,6.177,0,0.282
0,6.336,6.092,0,0.259
0,6.113,6.234,0,0.233
0,5.851,6.484,0,0.205
0,5.642,6.729,0,0.184
0.011,5.841,6.964,0.003,0.204
0.054,6.021,7.702,0.037,0.223
0.114,6.235,8.442,0.124,0.248
0.116,6.35,9.558,0.302,0.261
0.105,6.602,10.78,0.486,0.291
0.097,6.884,11.841,0.65,0.326
0.093,7.262,12.725,0.766,0.376
0.093,7.738,13.337,0.826,0.441
0.093,8.222,13.669,0.837,0.506
0.092,8.576,13.732,0.806,0.556
0.088,8.839,13.579,0.732,0.59
0.083,8.994,13.256,0.613,0.61
0.076,8.953,12.706,0.453,0.604
0.069,8.766,11.935,0.263,0.58
0.06,8.31,10.978,0.078,0.519
0.043,7.653,9.73,0.028,0.43
0.004,7.517,8.448,0,0.41
0,7.737,8.059,0,0.441
0,7.865,7.827,0,0.458
0,7.89,7.652,0,0.461
0,7.7,7.667,0,0.435
0,7.519,7.603,0,0.41
0,7.46,7.502,0,0.402
0,7.469,7.444,0,0.403
0.015,7.338,7.525,0.006,0.386
0.066,6.995,8.209,0.048,0.341
0.119,7.318,8.871,0.126,0.383
0.162,7.405,9.564,0.244,0.395
0.173,7.439,10.434,0.4,0.4
0.161,7.422,11.451,0.557,0.398
0.135,7.477,12.601,0.7,0.404
0.112,7.543,13.587,0.801,0.413
0.112,7.621,14.21,0.809,0.425
0.107,7.642,14.568,0.784,0.428
0.103,7.811,14.638,0.71,0.45
0.097,7.981,14.363,0.593,0.473
0.089,8.051,13.819,0.439,0.484
0.082,8.091,13.06,0.256,0.489
0.075,7.838,12.114,0.085,0.454
0.048,7.353,10.892,0.031,0.388
0.005,7.399,9.282,0,0.395
0,7.23,8.272,0,0.371
0,6.886,7.578,0,0.327
0,6.343,7.076,0,0.26
0,5.67,6.705,0,0.187
0,5.093,6.832,0,0.134
0,4.645,7.007,0,0.1
0,4.3,7.056,0,0.076
0.012,4.063,7.154,0.004,0.062
0.058,4.085,7.85,0.041,0.064
0.128,4.09,8.721,0.118,0.064
0.196,4.424,9.89,0.269,0.084
0.25,4.836,10.846,0.338,0.114
0.293,5.101,11.299,0.343,0.135
0.314,5.214,11.586,0.342,0.144
0.319,5.366,11.835,0.332,0.158
0.289,5.856,12.016,0.284,0.206
0.25,6.569,12.157,0.236,0.286
0.192,7.082,12.215,0.173,0.352
0.138,7.358,12.301,0.117,0.388
0.087,7.45,12.425,0.067,0.401
0.056,7.452,12.639,0.039,0.401
0.037,7.757,12.886,0.022,0.444
0.018,8.182,13.022,0.007,0.501
0.002,8.307,13.021,0,0.519
0,8.212,13.038,0,0.505
0,9.103,13.185,0,0.623
0,8.818,13.012,0,0.587
0,8.845,12.762,0,0.59
0,8.033,12.43,0,0.481
0,7.603,12.146,0,0.422
0,7.397,12.013,0,0.395
0.005,7.812,12.016,0,0.45
0.032,8.291,12.155,0.018,0.516
0.07,9.351,12.379,0.052,0.654
0.119,10.516,12.434,0.101,0.778
0.142,10.975,12.163,0.125,0.817
0.203,11.688,12.088,0.192,0.866
0.297,11.948,12.277,0.326,0.881
0.328,12.092,12.766,0.492,0.889
0.301,12.468,13.141,0.567,0.907
0.257,12.906,13.277,0.603,0.926
0.19,13.245,13.301,0.627,0.938
0.167,13.383,13.022,0.533,0.942
0.152,13.304,12.587,0.394,0.939
0.127,13.021,12.066,0.244,0.93
0.1,12.427,11.339,0.101,0.906
0.054,11.578,10.447,0.036,0.86
0.006,11.38,9.696,0,0.846
0,11.418,9.419,0,0.849
0,11.512,9.314,0,0.856
0,11.296,9.165,0,0.841
0,10.835,9,0,0.806
0,10.426,8.812,0,0.77
0,9.781,8.597,0,0.704
0,9.124,8.402,0,0.626
0.011,8.112,8.192,0.003,0.492
0.05,7.202,8.227,0.033,0.367
0.099,6.482,8.406,0.083,0.277
0.162,5.687,8.772,0.158,0.188
0.227,5.035,9.711,0.387,0.13
0.234,4.626,10.56,0.517,0.099
0.288,4.593,11.072,0.529,0.096
0.334,4.688,11.313,0.48,0.103
0.341,4.809,11.391,0.418,0.112
0.326,4.853,11.444,0.375,0.115
0.292,4.805,11.42,0.318,0.112
0.255,4.737,11.4,0.272,0.106
0.216,4.713,11.337,0.227,0.104
0.157,4.642,11.092,0.15,0.1
0.101,4.435,10.703,0.082,0.085
0.046,4.229,9.922,0.03,0.072
0.005,4.169,8.713,0,0.068
0,4.122,8.134,0,0.066
0,4.184,7.706,0,0.069
0,4.249,7.148,0,0.073
0,4.343,6.64,0,0.079
0,4.526,6.171,0,0.092
0,4.783,5.641,0,0.11
0,5.088,5.351,0,0.134
0.022,5.372,5.613,0.01,0.158
0.069,5.263,7.151,0.051,0.149
0.1,5.255,8.118,0.152,0.148
0.105,5.199,8.968,0.322,0.144
0.115,5.053,9.756,0.481,0.132
0.121,4.959,10.49,0.618,0.123
0.127,4.931,11.068,0.71,0.121
0.123,5.026,11.675,0.778,0.129
0.119,5.251,12.139,0.796,0.148
0.11,5.493,12.451,0.779,0.17
0.101,5.713,12.556,0.715,0.192
0.093,5.961,12.465,0.602,0.218
0.084,6.116,12.196,0.449,0.234
0.077,6.04,11.686,0.263,0.225
0.067,5.805,10.95,0.087,0.201
0.05,5.615,9.602,0.033,0.181
0.007,5.678,7.66,0.001,0.188
0,5.62,6.566,0,0.182
0,5.402,5.747,0,0.161
0,5.087,5.057,0,0.134
0,4.765,4.55,0,0.108
0,4.469,4.153,0,0.087
0,4.409,3.864,0,0.084
0,4.693,3.56,0,0.103
0.027,4.856,3.979,0.014,0.115
0.077,4.799,5.876,0.059,0.111
0.126,4.827,7.117,0.114,0.113
0.151,5.231,7.841,0.139,0.146
0.188,5.867,8.598,0.178,0.207
0.267,6.59,9.616,0.277,0.289
0.317,7.114,10.569,0.358,0.356
0.349,7.387,11.46,0.441,0.393
0.357,7.339,12.053,0.474,0.386
0.338,7.204,12.259,0.389,0.367
0.265,7.181,12.024,0.263,0.365
0.201,7.009,11.648,0.187,0.343
0.202,6.512,11.636,0.194,0.28
0.135,5.953,11.51,0.118,0.217
0.043,5.513,11.032,0.028,0.172
0.012,5.222,10.563,0.003,0.145
0.001,5.015,10.315,0,0.128
0,5.344,10.493,0,0.156
0,6.548,11.019,0,0.284
0,7.91,11.553,0,0.464
0,8.659,11.968,0,0.566
0,9.155,12.106,0,0.63
0,10.733,12.196,0,0.797
0,10.525,12.106,0,0.779
0.011,9.962,11.974,0.003,0.724
0.04,9.722,12.059,0.024,0.697
0.076,9.307,12.304,0.058,0.649
0.102,9.089,12.593,0.082,0.621
0.113,8.375,12.836,0.093,0.527
0.217,8.232,13.434,0.199,0.508
0.3,8.213,14.284,0.294,0.505
0.271,7.921,14.869,0.254,0.466
0.237,8.078,15.226,0.215,0.488
0.174,8.497,15.168,0.151,0.544
0.238,9.061,15.343,0.218,0.618
0.234,8.972,15.322,0.217,0.607
0.152,7.856,14.842,0.131,0.457
0.082,6.397,14.269,0.062,0.266
0.037,5.794,13.831,0.022,0.2
0.014,6.177,13.568,0.005,0.241
0.001,6.827,13.409,0,0.319
0,7.038,13.259,0,0.346
0,7.147,12.91,0,0.361
0,7.048,12.542,0,0.347
0,6.849,12.308,0,0.322
0,6.438,11.878,0,0.272
0,6.464,11.674,0,0.274
0,6.694,11.835,0,0.302
0.01,6.736,12.145,0.002,0.308
0.022,7.059,12.37,0.01,0.348
0.05,7.638,12.563,0.033,0.427
0.108,7.497,12.891,0.088,0.407
0.158,7.886,13.28,0.137,0.46
0.157,8.605,13.451,0.135,0.558
0.136,9.022,13.401,0.113,0.613
0.145,8.959,13.443,0.122,0.605
0.18,9.153,13.763,0.156,0.63
0.176,9.787,13.994,0.152,0.704
0.142,10.243,13.872,0.119,0.752
0.119,10.55,13.589,0.098,0.781
0.09,10.371,13.195,0.069,0.765
0.055,9.834,12.831,0.038,0.71
0.022,8.671,12.455,0.01,0.568
0.009,7.945,11.96,0.002,0.468
0.002,7.912,11.181,0,0.464
0,7.313,9.971,0,0.382
0,7.11,9.136,0,0.355
0,7.344,8.834,0,0.387
0,7.512,8.67,0,0.41
0,7.741,8.79,0,0.441
0,7.742,8.786,0,0.441
0,7.373,8.694,0,0.391
0.021,6.711,8.94,0.01,0.305
0.066,5.741,9.652,0.048,0.194
0.12,5.258,10.368,0.105,0.148
0.153,5.709,10.98,0.141,0.192
0.252,6.597,11.932,0.288,0.291
0.289,6.947,12.733,0.325,0.334
0.245,6.69,12.861,0.239,0.302
0.348,6.584,13.604,0.424,0.289
0.348,6.788,14.352,0.506,0.313
0.336,6.761,14.527,0.41,0.311
0.309,6.705,14.479,0.348,0.304
0.262,6.624,14.273,0.272,0.294
0.184,6.432,13.923,0.172,0.27
0.148,6.077,13.708,0.134,0.23
0.104,5.678,13.449,0.085,0.188
0.046,5.499,12.884,0.029,0.17
0.006,6.164,11.995,0,0.239
0,7.001,11.708,0,0.341
0,7.604,11.672,0,0.422
0,7.907,11.712,0,0.464
0,8.141,11.829,0,0.496
0,8.544,12.064,0,0.551
0,8.653,12.282,0,0.566
0,9.131,12.547,0,0.627
0.008,10.08,12.746,0.001,0.737
0.021,10.089,12.688,0.01,0.737
0.043,10.023,12.72,0.027,0.73
0.088,10.176,13.029,0.068,0.746
0.155,10.442,13.479,0.135,0.772
0.231,10.622,13.934,0.219,0.788
0.293,10.657,14.489,0.298,0.791
0.339,10.772,15.172,0.368,0.8
0.327,11.099,15.591,0.348,0.827
0.346,11.375,15.894,0.436,0.846
0.315,11.376,15.75,0.46,0.846
0.277,11.154,15.202,0.348,0.831
0.227,11.118,14.778,0.322,0.828
0.177,11.35,14.039,0.218,0.845
0.119,11.874,12.876,0.103,0.877
0.045,12.207,11.907,0.029,0.895
0.007,12.607,11.435,0.001,0.914
0,12.767,11.025,0,0.92
0,12.906,10.522,0,0.926
0,12.806,10.084,0,0.922
0,12.526,9.802,0,0.91
0,12.296,9.683,0,0.899
0,12.008,9.535,0,0.885
0,11.727,9.355,0,0.869
0.015,11.516,9.221,0.005,0.856
0.06,11.273,9.292,0.042,0.839
0.129,11.356,9.609,0.12,0.845
0.189,11.589,10.145,0.218,0.86
0.234,11.634,10.914,0.342,0.863
0.263,11.614,11.583,0.431,0.862
0.252,11.572,12.322,0.569,0.859
0.21,11.501,13.055,0.687,0.855
0.173,11.371,13.659,0.757,0.846
0.194,11.147,13.843,0.689,0.83
0.227,10.71,13.71,0.563,0.795
0.22,10.132,13.474,0.464,0.741
0.22,9.461,13.032,0.311,0.668
0.133,8.287,12.251,0.119,0.516
0.082,7.195,11.633,0.063,0.367
0.045,6.871,11.034,0.029,0.325
0.007,6.908,10.203,0.001,0.329
0,6.762,9.602,0,0.311
0,6.562,9.16,0,0.285
0,6.455,8.892,0,0.273
0,6.303,8.718,0,0.255
0,6.021,8.403,0,0.223
0,5.729,7.858,0,0.193
0,5.445,7.619,0,0.165
0.025,5.073,8.102,0.013,0.133
0.081,4.508,9.219,0.062,0.09
0.143,4.101,9.958,0.139,0.065
0.19,3.894,10.536,0.195,0.054
0.241,3.813,11.026,0.262,0.049
0.3,3.672,11.821,0.4,0.042
0.33,3.649,12.595,0.443,0.041
0.354,3.892,13.11,0.443,0.054
0.327,4.265,13.238,0.344,0.074
0.245,4.626,13.011,0.232,0.099
0.259,4.935,13.073,0.251,0.121
0.236,5.152,13.107,0.228,0.139
0.177,5.38,12.87,0.161,0.159
0.097,5.283,12.356,0.077,0.151
0.049,5.277,11.806,0.032,0.151
0.021,5.779,11.247,0.009,0.199
0.003,6.251,10.763,0,0.249
0,6.752,10.447,0,0.31
0,7.288,10.163,0,0.379
0,7.415,9.721,0,0.397
0,7.294,9.199,0,0.379
0,7.363,8.709,0,0.389
0,7.279,8.309,0,0.379
0,6.916,8.074,0,0.331
0.009,6.683,8.069,0.002,0.301
0.037,6.265,8.373,0.023,0.251
0.074,5.989,8.854,0.056,0.22
0.139,5.731,9.547,0.123,0.193
0.198,5.328,10.39,0.189,0.155
0.256,4.766,11.202,0.257,0.108
